,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
23274,36,1,2,1,0,641,1,0,0,17,5,735,2,-1,0,0,0
23275,47,0,1,1,0,-1091,1,1,0,31,5,153,4,-1,0,0,0
23276,48,2,1,1,0,0,1,0,0,11,8,430,3,-1,0,0,0
23277,54,2,1,3,0,1956,0,0,0,19,9,221,5,-1,0,0,0
23278,36,1,2,1,0,151,1,0,0,11,8,327,1,-1,0,0,0
23279,31,1,2,1,0,509,1,0,2,23,8,183,1,-1,0,0,0
23280,37,1,1,0,0,689,1,0,0,14,5,367,2,-1,0,0,0
23281,39,1,1,1,0,280,1,0,2,2,6,147,3,-1,0,0,0
23282,26,1,2,1,0,-29,1,0,2,8,8,196,1,-1,0,0,0
23283,42,3,1,1,0,808,1,0,0,9,5,121,1,-1,0,0,0
23284,47,1,0,1,1,-535,1,0,0,30,5,71,2,-1,0,0,0
23285,35,4,0,2,0,0,1,0,1,29,10,171,1,-1,0,0,1
23286,36,2,0,2,0,219,0,0,0,26,1,358,4,-1,0,0,0
23287,33,1,1,1,0,2254,1,0,0,20,9,89,1,-1,0,0,0
23288,54,4,1,2,0,1303,0,0,0,3,3,1635,1,-1,0,0,1
23289,53,7,0,1,0,-223,0,0,2,20,6,160,1,-1,0,0,0
23290,43,2,1,1,1,150,1,1,2,23,8,226,2,-1,0,0,0
23291,34,9,1,1,0,209,1,1,0,8,0,375,2,-1,0,0,0
23292,37,7,1,1,0,20,1,0,1,14,8,151,5,-1,0,0,0
23293,56,4,1,0,0,1172,0,0,2,9,6,91,3,-1,0,0,0
23294,44,2,1,2,0,31,0,0,2,9,6,467,1,-1,0,0,0
23295,57,1,1,0,0,696,1,0,0,13,1,89,6,-1,0,0,0
23296,36,1,1,1,0,1132,1,1,2,20,6,258,2,-1,0,0,0
23297,33,9,2,1,0,49,0,0,2,21,8,151,1,-1,0,0,0
23298,36,4,1,2,0,387,0,0,0,2,6,327,1,-1,0,0,0
23299,34,1,1,1,0,172,0,0,0,12,1,237,2,-1,0,0,0
23300,58,1,0,1,0,314,0,0,2,25,6,67,2,-1,0,0,0
23301,44,9,0,1,0,14,0,0,0,13,1,234,1,-1,0,0,1
23302,22,9,2,1,0,890,1,0,0,20,0,294,2,-1,0,0,0
23303,33,4,1,2,0,530,1,0,0,8,1,94,2,-1,0,0,0
23304,30,0,1,1,0,60,0,1,0,25,5,61,2,-1,0,0,0
23305,43,0,1,1,0,544,1,0,0,7,8,187,1,-1,0,0,0
23306,28,1,1,0,0,-511,1,0,2,2,6,82,1,-1,0,0,0
23307,56,4,0,2,0,55,0,1,0,25,5,154,2,-1,0,0,0
23308,32,4,2,2,0,0,0,0,2,16,8,91,1,-1,0,0,0
23309,33,3,1,0,0,451,1,0,0,11,8,327,1,-1,0,0,0
23310,39,6,2,1,0,759,1,0,2,20,6,100,1,-1,0,0,0
23311,34,0,2,1,0,557,0,0,0,17,9,224,1,-1,0,0,1
23312,31,1,1,3,0,-357,1,0,2,23,8,245,4,-1,0,0,0
23313,31,1,1,1,0,3298,1,0,2,21,8,175,2,-1,0,0,0
23314,28,10,2,1,0,1055,0,0,0,28,4,196,1,-1,0,0,0
23315,26,8,2,1,0,766,0,0,0,9,0,125,6,-1,0,0,0
23316,32,4,2,2,0,715,0,0,0,11,1,159,1,-1,0,0,0
23317,32,9,2,2,0,514,1,1,0,20,9,164,1,-1,0,0,0
23318,50,4,1,2,0,305,1,0,1,14,5,111,3,-1,0,0,0
23319,34,9,2,1,0,-89,1,0,2,12,8,209,1,-1,0,0,0
23320,29,4,1,2,0,715,1,0,2,28,8,461,1,-1,0,0,0
23321,39,10,2,1,0,-114,1,0,0,3,3,372,1,-1,0,0,1
23322,26,10,2,1,0,387,0,0,0,6,3,506,1,-1,0,0,0
23323,49,1,1,1,0,395,0,1,0,30,5,188,3,-1,0,0,0
23324,31,1,1,1,0,-498,1,0,0,21,5,357,1,-1,0,0,0
23325,33,4,2,2,0,2206,1,0,0,18,9,247,1,-1,0,0,0
23326,29,4,2,2,0,368,1,0,2,23,8,160,1,-1,0,0,0
23327,49,1,1,0,1,-354,0,1,0,7,5,455,1,-1,0,0,0
23328,37,1,2,1,0,197,1,0,2,16,8,251,3,-1,0,0,0
23329,50,9,2,1,0,1022,0,0,1,5,3,155,2,-1,0,0,0
23330,35,4,2,2,0,3,1,1,0,6,3,217,1,-1,0,0,0
23331,60,5,1,0,0,0,0,0,0,18,1,142,3,-1,0,0,0
23332,60,6,1,0,0,362,0,1,0,29,5,816,6,-1,0,0,1
23333,35,9,1,1,0,194,1,0,2,28,8,134,1,-1,0,0,0
23334,59,3,1,0,0,1071,0,0,2,19,6,140,1,-1,0,0,0
23335,35,1,2,3,0,597,1,0,0,13,8,1309,2,-1,0,0,0
23336,41,9,1,1,0,0,0,0,0,20,1,113,3,-1,0,0,0
23337,32,3,1,0,0,91,1,0,0,16,5,110,6,-1,0,0,0
23338,42,4,1,2,0,976,0,0,0,19,1,164,1,-1,0,0,1
23339,52,7,1,1,0,-232,0,1,0,29,5,101,4,-1,0,0,0
23340,54,7,2,1,0,492,0,0,2,6,6,330,1,-1,0,0,0
23341,36,2,1,2,0,1169,1,0,2,6,8,168,2,-1,0,0,0
23342,43,1,1,1,0,1205,1,0,2,6,8,769,2,-1,0,0,0
23343,38,1,1,0,0,3057,1,0,2,11,6,133,1,-1,0,0,0
23344,32,1,1,0,0,2,1,0,2,2,6,18,1,-1,0,0,0
23345,46,7,1,1,0,25,0,1,2,25,6,167,2,-1,0,0,0
23346,41,9,1,1,0,712,0,0,0,19,1,409,2,-1,0,0,0
23347,36,6,0,2,0,149,0,0,0,18,9,257,2,-1,0,0,0
23348,57,7,0,1,0,14,0,1,0,22,5,445,2,-1,0,0,0
23349,34,0,2,1,0,2677,1,0,0,20,9,259,1,-1,0,0,0
23350,45,2,1,1,0,404,1,0,2,30,8,390,2,-1,0,0,0
23351,53,2,2,1,0,62,1,0,2,30,8,1044,5,-1,0,0,1
23352,32,2,0,1,0,-934,1,0,0,18,9,50,1,-1,0,0,0
23353,34,1,1,1,0,1298,1,0,2,20,8,120,1,-1,0,0,0
23354,30,10,2,2,0,302,0,0,0,11,3,528,3,-1,0,0,1
23355,28,4,2,2,0,1351,0,0,0,10,2,267,1,-1,0,0,0
23356,33,1,1,0,0,0,0,0,0,21,5,47,2,-1,0,0,0
23357,47,10,1,1,0,2024,0,0,2,9,6,169,1,-1,0,0,0
23358,31,7,1,1,0,-759,1,0,2,12,8,220,2,-1,0,0,0
23359,58,9,1,0,0,10,1,0,0,15,8,298,1,-1,0,0,0
23360,55,9,0,1,0,3450,0,0,0,11,1,110,1,-1,0,0,0
23361,49,9,1,2,0,-129,1,0,0,8,8,240,1,-1,0,0,0
23362,40,1,1,1,0,4,1,1,2,7,8,263,1,-1,0,0,0
23363,31,4,1,2,0,2229,1,0,2,26,8,90,4,-1,0,0,0
23364,31,4,2,2,0,153,0,0,0,9,3,65,3,-1,0,0,0
23365,48,2,1,2,0,354,1,0,0,9,3,37,4,-1,0,0,0
23366,32,1,2,1,0,228,0,0,1,23,0,67,3,-1,0,0,0
23367,46,1,1,1,0,836,0,0,0,27,1,199,4,-1,0,0,0
23368,43,9,2,1,0,593,1,0,2,5,8,55,1,-1,0,0,0
23369,41,1,0,0,0,1498,0,0,2,20,6,10,2,-1,0,0,0
23370,53,4,1,2,0,15,0,0,0,20,1,921,2,-1,0,0,1
23371,45,7,1,1,0,0,1,1,2,23,8,268,1,-1,0,0,0
23372,30,9,2,1,0,958,0,0,0,8,1,112,2,-1,0,0,0
23373,36,7,1,1,0,417,0,1,1,5,3,11,5,-1,0,0,0
23374,39,9,1,1,0,768,1,1,2,27,8,171,4,-1,0,0,0
23375,31,9,0,1,0,105,1,0,0,16,5,72,1,-1,0,0,0
23376,51,1,1,0,0,-27,0,0,1,29,1,158,4,-1,0,0,0
23377,49,0,1,2,0,255,1,0,0,30,7,96,6,-1,0,0,0
23378,45,0,2,1,0,-88,1,0,2,9,8,131,1,-1,0,0,0
23379,29,9,2,1,0,1331,1,1,0,14,8,246,1,-1,0,0,0
23380,32,4,1,2,0,2414,0,0,0,12,1,439,4,-1,0,0,0
23381,44,6,0,1,0,80,1,1,2,14,8,387,2,-1,0,0,0
23382,35,0,2,1,0,0,1,0,0,13,8,1073,1,-1,0,0,1
23383,34,1,1,3,0,11,1,0,0,8,0,233,1,-1,0,0,0
23384,40,9,2,2,0,693,0,0,0,30,4,427,1,-1,0,0,0
23385,26,9,2,1,1,-454,0,1,0,18,5,652,2,-1,0,0,0
23386,23,1,1,1,0,-213,1,1,2,26,8,87,2,-1,0,0,0
23387,54,0,2,1,0,2423,0,0,2,3,6,75,4,-1,0,0,0
23388,47,0,2,2,0,178,0,0,1,5,3,17,6,-1,0,0,0
23389,41,3,1,1,0,0,1,0,1,28,5,41,2,-1,0,0,0
23390,55,1,1,0,0,-317,1,0,2,28,8,152,1,-1,0,0,0
23391,35,4,1,2,0,1485,1,0,0,17,9,104,1,-1,0,0,0
23392,33,1,1,1,0,-825,1,0,2,23,8,228,2,-1,0,0,0
23393,26,7,2,1,0,2158,1,1,1,5,6,227,1,-1,0,0,0
23394,32,1,1,1,0,3144,1,0,2,23,8,348,2,-1,0,0,0
23395,49,7,1,2,0,411,0,0,1,14,8,9,6,-1,0,0,0
23396,33,1,1,1,0,-10,1,0,2,6,8,123,1,-1,0,0,0
23397,26,9,1,2,0,-488,1,0,2,3,6,320,1,-1,0,0,0
23398,47,1,1,0,0,0,0,0,0,26,1,292,2,-1,0,0,0
23399,31,1,1,1,0,43,1,0,2,19,8,405,3,-1,0,0,0
23400,64,3,1,0,0,768,0,0,0,14,4,371,1,-1,0,0,1
23401,40,6,1,2,0,1498,0,0,0,4,3,62,1,-1,0,0,0
23402,60,5,0,0,0,-137,1,0,0,22,5,152,1,-1,0,0,0
23403,44,4,1,0,0,2276,1,0,2,17,6,321,1,-1,0,0,0
23404,47,4,2,2,0,0,1,0,0,19,9,50,2,-1,0,0,0
23405,40,4,2,2,0,242,1,0,2,6,8,221,2,-1,0,0,0
23406,54,0,1,1,0,602,0,0,0,3,7,143,2,-1,0,0,1
23407,28,9,2,1,0,3,1,0,0,14,8,190,2,-1,0,0,0
23408,36,1,1,1,0,928,0,0,0,17,0,224,3,-1,0,0,0
23409,38,4,1,2,0,162,1,0,0,21,9,143,1,-1,0,0,0
23410,34,2,1,2,0,412,1,1,0,8,5,164,1,-1,0,0,0
23411,27,1,2,0,0,1659,0,1,0,7,5,447,3,-1,0,0,0
23412,28,1,1,0,0,113,1,0,2,8,8,534,2,-1,0,0,0
23413,50,5,0,0,0,2790,0,0,0,21,5,236,2,-1,0,0,0
23414,33,9,2,1,0,77,1,1,2,2,6,354,1,-1,0,0,0
23415,30,10,2,2,0,1683,0,0,0,15,0,162,2,-1,0,0,0
23416,38,1,1,1,0,1116,0,0,2,9,6,80,3,-1,0,0,0
23417,47,9,0,1,0,32,0,1,0,26,1,137,2,-1,0,0,0
23418,35,9,2,2,0,1455,1,0,2,15,8,70,6,-1,0,0,0
23419,49,0,1,1,0,1677,0,0,2,5,6,19,3,-1,0,0,0
23420,26,9,2,2,0,170,1,0,0,10,5,486,1,-1,0,0,0
23421,48,1,2,0,0,0,0,0,2,18,6,71,1,-1,0,0,0
23422,46,4,0,1,0,10,1,0,0,17,9,273,1,-1,0,0,0
23423,42,4,1,2,0,603,1,0,0,5,9,298,5,-1,0,0,0
23424,30,1,2,1,0,49,0,1,2,27,8,210,2,-1,0,0,0
23425,60,1,1,1,0,1801,0,0,1,29,10,167,1,-1,0,0,0
23426,45,0,1,1,0,0,0,0,0,14,1,113,2,-1,0,0,0
23427,51,4,2,3,0,-461,1,0,2,28,8,33,2,-1,0,0,0
23428,44,7,0,1,0,12,1,1,0,31,5,5,3,-1,0,0,0
23429,30,1,1,0,0,-336,0,0,0,10,5,128,6,-1,0,0,0
23430,46,9,1,1,0,783,1,0,0,22,5,136,4,-1,0,0,0
23431,33,0,1,1,0,258,1,0,0,5,8,37,1,-1,0,0,0
23432,52,7,1,0,0,2618,1,0,0,21,9,73,2,-1,0,0,0
23433,27,7,1,1,0,379,0,1,0,7,5,269,2,-1,0,0,0
23434,32,0,2,1,0,1411,0,0,0,2,5,124,1,-1,0,0,0
23435,27,4,1,2,0,54,1,0,0,15,8,309,3,-1,0,0,0
23436,51,1,1,1,0,500,0,0,0,14,8,471,1,-1,0,0,0
23437,45,0,1,1,0,597,1,1,0,18,9,188,2,-1,0,0,0
23438,36,4,2,2,0,876,1,0,2,23,8,241,2,-1,0,0,0
23439,43,9,2,1,0,336,1,0,2,9,8,181,1,-1,0,0,0
23440,35,0,1,1,0,643,1,0,0,2,3,346,2,-1,0,0,0
23441,32,1,1,0,0,2456,1,0,0,17,5,1151,1,-1,0,0,0
23442,36,9,1,2,0,844,1,1,0,25,10,129,1,-1,0,0,0
23443,26,9,1,2,0,450,1,1,2,12,8,1266,1,-1,0,0,0
23444,52,4,0,2,0,-803,1,0,0,7,1,131,3,-1,0,0,0
23445,33,9,1,2,0,75,0,0,0,21,5,204,4,-1,0,0,0
23446,50,7,1,1,0,683,1,1,2,26,8,129,3,-1,0,0,0
23447,47,1,1,0,0,570,0,0,0,12,1,864,3,-1,0,0,0
23448,37,4,1,2,0,0,1,0,2,7,8,228,1,-1,0,0,0
23449,28,4,2,2,0,730,1,0,0,3,7,631,1,-1,0,0,1
23450,47,9,1,1,0,179,1,0,0,18,8,55,1,-1,0,0,0
23451,41,1,2,1,0,1080,1,1,2,8,8,192,4,-1,0,0,0
23452,50,1,1,0,0,40,1,0,2,8,8,152,1,-1,0,0,0
23453,31,9,1,1,0,17,1,1,2,6,8,120,1,-1,0,0,0
23454,35,0,1,1,0,1254,1,1,0,1,5,132,2,-1,0,0,0
23455,46,7,1,1,0,53,0,1,0,28,5,31,3,-1,0,0,0
23456,43,0,1,1,0,-879,1,0,2,20,6,199,4,-1,0,0,0
23457,31,9,1,1,0,222,1,0,2,29,8,251,4,-1,0,0,0
23458,34,9,1,1,0,-173,0,0,0,28,1,85,2,-1,0,0,0
23459,48,1,1,0,0,1876,1,0,2,20,6,11,3,-1,0,0,0
23460,60,3,1,0,0,0,0,0,2,18,6,138,1,-1,0,0,0
23461,60,5,1,1,0,89,0,0,0,30,0,156,2,-1,0,0,0
23462,31,4,1,2,0,557,1,0,0,18,5,111,1,-1,0,0,0
23463,28,9,2,1,0,335,1,0,0,20,0,122,3,-1,0,0,0
23464,27,10,2,2,0,127,0,0,0,3,3,449,3,-1,0,0,0
23465,41,1,1,1,0,1354,1,0,0,4,8,106,2,-1,0,0,0
23466,58,5,1,0,0,196,1,0,2,19,8,35,1,-1,0,0,0
23467,47,0,1,2,0,97,1,0,0,8,3,340,3,-1,0,0,0
23468,35,7,2,1,0,2467,0,0,0,20,9,319,5,-1,0,0,0
23469,50,9,1,2,0,247,0,0,2,23,8,173,1,-1,0,0,0
23470,32,7,1,1,0,1082,1,0,0,19,9,770,1,-1,0,0,0
23471,59,4,1,1,0,32,0,0,1,10,5,121,1,-1,0,0,0
23472,45,0,1,1,0,194,0,0,0,31,5,517,4,-1,0,0,0
23473,31,1,1,0,0,1644,0,0,0,5,6,247,3,-1,0,0,0
23474,56,0,1,1,0,95,1,0,0,18,8,428,2,-1,0,0,0
23475,33,0,1,1,0,394,1,0,1,1,11,104,3,-1,0,0,0
23476,38,4,1,1,0,336,1,0,0,20,0,259,3,-1,0,0,0
23477,30,0,1,1,0,187,1,0,0,18,9,106,1,-1,0,0,0
23478,41,1,1,1,0,1236,1,0,0,11,8,911,3,-1,0,0,1
23479,44,0,1,1,0,0,0,0,2,26,8,85,3,-1,0,0,0
23480,39,4,0,2,0,81,1,1,0,27,1,49,4,-1,0,0,0
23481,45,3,1,1,0,1041,1,0,2,29,8,238,3,-1,0,0,0
23482,27,9,2,1,0,527,1,0,2,9,8,118,1,-1,0,0,0
23483,44,4,1,2,0,1034,0,0,0,17,9,73,1,-1,0,0,0
23484,49,3,0,1,0,267,0,0,1,9,3,23,5,-1,0,0,0
23485,35,1,2,1,0,487,1,0,2,15,8,117,1,-1,0,0,0
23486,43,0,2,1,0,979,1,0,0,8,8,154,1,-1,0,0,0
23487,26,10,1,2,0,0,1,0,0,5,8,319,1,-1,0,0,0
23488,37,9,2,2,0,31,1,0,2,8,8,72,1,-1,0,0,0
23489,35,1,2,1,0,470,1,0,2,21,8,123,1,-1,0,0,0
23490,30,4,1,2,0,1476,1,1,2,3,6,199,4,-1,0,0,0
23491,28,1,2,1,0,1011,1,0,0,20,0,204,3,-1,0,0,0
23492,60,1,1,3,0,2090,1,0,0,7,8,957,2,-1,0,0,1
23493,59,2,1,2,0,712,1,0,2,11,6,109,1,-1,0,0,0
23494,19,8,2,1,0,526,0,0,0,14,2,122,3,-1,0,0,0
23495,50,1,0,1,0,-441,1,0,0,8,8,203,2,-1,0,0,0
23496,47,7,0,1,0,829,0,1,2,18,6,466,2,-1,0,0,0
23497,52,4,1,1,0,-588,1,0,0,22,5,81,4,-1,0,0,0
23498,32,4,2,2,0,23,0,0,0,22,8,137,2,-1,0,0,0
23499,31,9,2,1,0,1,1,0,0,12,8,223,1,-1,0,0,0
23500,45,4,1,2,0,1874,0,0,0,28,4,207,1,-1,0,0,0
23501,48,7,1,1,0,975,1,1,0,15,8,521,2,-1,0,0,0
23502,30,1,2,1,0,49,0,0,0,30,4,808,2,-1,0,0,1
23503,47,9,1,1,0,0,0,0,0,19,1,203,2,-1,0,0,0
23504,27,2,2,1,0,376,1,1,0,5,8,273,1,-1,0,0,0
23505,34,4,1,1,0,333,0,0,0,26,1,90,4,-1,0,0,0
23506,45,9,1,1,0,814,0,0,0,1,11,691,2,-1,0,0,0
23507,36,4,1,2,0,1041,1,0,0,14,8,480,2,-1,0,0,0
23508,37,4,2,1,0,34,1,0,2,29,8,285,1,-1,0,0,0
23509,47,9,0,1,0,691,0,0,0,14,1,103,2,-1,0,0,0
23510,28,0,1,1,0,423,1,0,0,23,5,245,1,-1,0,0,0
23511,39,4,1,2,0,15,1,1,0,21,9,90,2,-1,0,0,0
23512,35,4,1,2,0,820,1,0,2,8,8,287,4,-1,0,0,0
23513,31,4,2,2,0,933,1,0,0,9,5,134,1,-1,0,0,0
23514,40,7,1,1,0,105,1,0,0,9,5,161,1,-1,0,0,0
23515,34,9,1,2,0,691,1,1,2,2,6,70,1,-1,0,0,0
23516,31,9,1,2,0,0,1,1,2,13,8,164,2,-1,0,0,0
23517,33,4,0,2,0,2695,1,0,0,12,1,711,3,-1,0,0,0
23518,27,8,2,2,0,524,0,0,0,6,3,496,2,-1,0,0,0
23519,52,4,0,2,0,147,0,0,0,30,5,90,4,-1,0,0,0
23520,38,0,0,1,0,661,1,0,2,30,8,160,1,-1,0,0,0
23521,40,0,1,1,0,0,1,0,2,23,8,193,2,-1,0,0,0
23522,44,9,2,1,0,2403,1,0,2,30,8,158,1,-1,0,0,0
23523,29,7,0,1,0,84,1,0,0,13,0,1101,2,-1,0,0,1
23524,36,7,1,1,0,115,0,0,2,21,8,114,1,-1,0,0,0
23525,37,9,1,1,1,693,0,0,2,12,6,75,1,-1,0,0,0
23526,28,9,2,1,0,289,1,0,2,26,8,83,1,-1,0,0,0
23527,26,6,1,2,0,479,1,0,0,9,3,133,3,-1,0,0,0
23528,36,4,1,1,0,1989,0,0,2,17,6,344,2,-1,0,0,0
23529,31,4,2,2,0,0,1,0,2,23,8,391,1,-1,0,0,0
23530,36,7,1,1,0,-74,1,0,0,15,8,113,6,-1,0,0,0
23531,43,9,1,2,0,0,0,0,0,3,3,132,1,-1,0,0,0
23532,35,1,1,0,0,46,0,0,0,8,5,338,3,-1,0,0,0
23533,33,9,2,1,0,2466,1,0,0,21,9,132,2,-1,0,0,0
23534,33,4,1,2,0,1817,0,0,0,21,9,55,1,-1,0,0,0
23535,39,4,1,2,0,416,1,0,0,7,0,145,1,-1,0,0,0
23536,60,7,1,1,0,1446,0,0,0,21,1,283,6,-1,0,0,0
23537,39,1,1,2,0,-33,1,0,2,7,8,62,5,-1,0,0,0
23538,27,0,2,1,0,557,1,0,0,13,8,466,2,-1,0,0,0
23539,43,1,1,1,1,-7,0,0,2,8,8,70,1,-1,0,0,0
23540,48,1,2,0,0,244,1,0,0,15,8,54,5,-1,0,0,0
23541,33,0,1,2,0,585,1,0,0,17,9,131,1,-1,0,0,0
23542,24,0,1,1,0,262,1,0,2,4,6,69,3,-1,0,0,0
23543,53,9,1,1,0,1357,0,0,0,28,4,146,1,-1,0,0,0
23544,28,3,1,1,0,1294,1,0,0,8,5,401,2,-1,0,0,0
23545,46,4,1,2,0,1698,1,0,0,6,3,90,1,-1,0,0,0
23546,34,7,1,1,0,603,1,1,2,21,8,1409,3,-1,0,0,0
23547,33,0,1,1,0,0,0,1,0,6,3,214,5,-1,0,0,0
23548,24,1,2,0,0,388,1,0,0,15,8,193,2,-1,0,0,0
23549,54,9,2,1,0,2237,0,0,0,21,9,149,5,-1,0,0,0
23550,38,1,2,1,0,-56,1,1,2,6,6,247,2,-1,0,0,0
23551,23,0,2,1,0,345,1,0,2,27,8,330,2,-1,0,0,0
23552,57,7,0,0,0,2225,1,0,0,18,8,8,4,-1,0,0,0
23553,30,1,2,0,0,0,1,0,0,20,9,1329,2,-1,0,0,0
23554,47,1,1,0,0,0,0,0,0,26,1,71,4,-1,0,0,0
23555,44,4,1,2,0,-61,0,0,0,11,1,1015,1,-1,0,0,0
23556,39,7,1,1,0,100,1,0,0,8,8,132,1,-1,0,0,0
23557,48,4,1,2,0,489,1,0,2,13,8,60,1,-1,0,0,0
23558,34,9,1,1,0,883,1,0,2,21,8,648,1,-1,0,0,0
23559,32,1,1,1,0,2366,1,0,2,20,8,127,2,-1,0,0,0
23560,39,0,2,1,0,238,1,0,0,15,0,417,1,-1,0,0,0
23561,29,9,2,1,0,825,0,0,0,25,6,472,2,-1,0,0,1
23562,39,2,1,2,0,745,0,0,0,8,1,88,1,-1,0,0,0
23563,40,1,1,1,0,755,0,0,0,23,5,145,1,-1,0,0,0
23564,40,2,1,1,0,0,1,0,0,25,5,560,1,-1,0,0,0
23565,35,4,2,2,0,1632,1,0,2,2,6,430,2,-1,0,0,0
23566,39,1,1,1,0,607,1,0,2,6,8,99,2,-1,0,0,0
23567,44,4,2,2,0,709,1,0,0,19,9,54,1,-1,0,0,0
23568,34,4,2,2,0,454,0,0,0,14,1,76,3,-1,0,0,0
23569,50,4,2,2,0,486,0,1,2,11,4,28,1,-1,0,0,0
23570,43,2,1,3,0,0,1,0,0,24,5,380,1,-1,0,0,0
23571,43,2,1,2,0,396,0,0,2,11,6,105,3,-1,0,0,0
23572,33,2,1,1,0,-122,0,0,0,24,5,123,5,-1,0,0,0
23573,34,4,1,2,0,1906,1,0,0,14,5,68,3,-1,0,0,0
23574,38,7,1,1,1,-433,1,0,0,21,5,111,2,-1,0,0,0
23575,26,8,2,3,0,826,0,0,0,29,4,177,1,-1,0,0,0
23576,32,1,2,1,0,1475,1,0,0,21,9,209,5,-1,0,0,0
23577,44,1,1,0,0,-295,1,0,2,14,8,303,4,-1,0,0,0
23578,54,3,1,1,0,209,1,1,0,25,5,97,1,-1,0,0,0
23579,43,0,2,1,0,91,0,1,2,1,5,110,2,-1,0,0,0
23580,34,1,1,1,0,763,1,0,2,27,8,99,1,-1,0,0,0
23581,46,6,1,2,0,0,1,1,0,17,9,258,1,-1,0,0,0
23582,34,6,1,2,0,1029,1,1,2,16,8,125,1,-1,0,0,0
23583,56,2,1,2,0,40,0,1,0,11,5,123,2,-1,0,0,0
23584,44,9,1,2,0,1933,0,0,0,5,6,462,1,-1,0,0,1
23585,44,7,1,1,0,646,1,0,2,3,6,183,4,-1,0,0,0
23586,60,10,0,1,0,385,1,0,0,4,3,80,1,-1,0,0,0
23587,47,1,0,0,0,223,1,0,1,7,8,140,2,-1,0,0,0
23588,35,0,2,1,0,855,1,0,2,12,8,241,3,-1,0,0,0
23589,32,1,1,1,0,358,0,0,2,26,8,396,1,-1,0,0,0
23590,46,1,1,1,0,0,1,0,2,26,8,208,2,-1,0,0,0
23591,38,9,2,2,0,103,0,0,0,19,1,490,4,-1,0,0,0
23592,40,4,1,2,0,5,1,0,0,18,9,219,3,-1,0,0,0
23593,59,5,1,0,0,474,0,0,0,13,1,139,3,-1,0,0,0
23594,59,3,1,1,0,1040,0,0,0,5,1,123,2,-1,0,0,0
23595,47,1,1,1,0,581,1,0,0,26,1,79,6,-1,0,0,0
23596,54,4,2,2,0,3294,1,0,0,25,5,132,5,-1,0,0,0
23597,46,7,1,1,0,74,1,0,2,15,8,101,4,-1,0,0,0
23598,32,9,0,2,0,53,0,0,0,22,1,671,2,-1,0,0,1
23599,47,9,1,1,0,970,1,0,2,28,8,742,3,-1,0,0,0
23600,40,1,1,0,0,137,0,1,0,10,5,214,1,-1,0,0,0
23601,38,9,0,2,0,304,1,0,0,20,0,8,2,-1,0,0,0
23602,32,1,1,1,0,22,1,0,0,14,8,145,1,-1,0,0,0
23603,47,6,1,1,1,2,0,0,0,5,3,236,2,-1,0,0,0
23604,37,1,1,1,0,91,1,0,0,18,8,8,5,-1,0,0,0
23605,31,2,1,2,0,281,1,0,2,6,8,206,2,-1,0,0,0
23606,41,0,2,1,0,400,1,0,2,4,6,99,6,-1,0,0,0
23607,45,1,1,0,0,194,1,1,2,3,6,81,2,-1,0,0,0
23608,39,0,2,1,0,113,1,0,2,6,8,342,1,-1,0,0,0
23609,52,5,1,1,0,49,0,1,1,8,5,280,5,-1,0,0,0
23610,53,1,1,1,0,-71,1,0,0,6,8,91,3,-1,0,0,0
23611,45,10,1,0,0,180,1,1,2,27,8,62,2,-1,0,0,0
23612,37,4,2,2,0,1730,0,0,0,19,7,167,1,-1,0,0,1
23613,45,1,1,0,0,1951,0,0,0,12,1,73,2,-1,0,0,0
23614,50,3,1,0,0,395,1,0,2,15,8,419,2,-1,0,0,0
23615,50,9,1,1,0,232,0,0,0,18,9,90,1,-1,0,0,0
23616,51,2,2,2,1,15,0,0,2,11,6,104,2,-1,0,0,0
23617,50,1,1,1,0,181,1,0,0,17,0,599,2,-1,0,0,0
23618,54,1,1,0,0,2102,1,0,2,6,8,76,1,-1,0,0,0
23619,28,9,2,1,0,31,0,0,0,8,5,323,2,-1,0,0,0
23620,39,7,1,1,0,2843,1,0,2,19,6,585,1,-1,0,0,1
23621,42,1,1,3,0,-406,1,0,0,30,5,152,5,-1,0,0,0
23622,45,6,1,1,0,140,1,0,0,6,1,192,3,-1,0,0,0
23623,47,4,1,2,0,274,0,1,0,4,3,313,2,-1,0,0,0
23624,34,4,1,2,0,136,1,0,0,22,0,156,1,-1,0,0,0
23625,31,4,1,2,0,242,1,0,0,9,6,106,4,-1,0,0,0
23626,34,0,1,0,0,0,1,1,0,14,8,1020,1,-1,0,0,1
23627,55,2,0,2,0,903,1,0,1,14,8,536,3,-1,0,0,0
23628,32,0,2,1,0,5,1,0,2,12,8,593,2,-1,0,0,0
23629,37,0,1,1,0,749,0,0,0,21,0,219,1,-1,0,0,0
23630,39,4,0,2,0,36,0,1,0,13,8,133,1,-1,0,0,0
23631,49,4,1,2,0,176,1,1,0,14,5,102,2,-1,0,0,0
23632,35,4,2,2,0,205,1,0,2,16,8,512,1,-1,0,0,0
23633,28,7,2,1,0,68,1,0,2,27,8,8,2,-1,0,0,0
23634,33,7,1,1,0,703,0,0,0,18,9,160,2,-1,0,0,0
23635,30,7,2,2,0,0,0,0,2,4,5,71,1,-1,0,0,0
23636,34,1,0,1,0,1125,1,1,0,19,9,141,2,-1,0,0,0
